item,itemLabel,startDate,endDate,sourceDate,psid
Q2943722,Ghazi Zaiter,1998-12-04,2000-10-26,2022-09-29,Q2943722-840B7F6B-3C11-4D46-835D-6B895330A6AD
Q3196030,Khalil Hrawi,2000-10-26,2003-04-17,2022-09-29,Q3196030-0A955FF5-2B2B-44A4-B492-480D3A1B1B67
Q319983,Mahmoud Hammoud,2003-04-17,2005-07-19,,Q319983-2b7e3a59-4819-4315-5e20-224ccb04763b
Q2820965,Abdul Rahim Mrad,2004-10-26,2005-04-19,2022-09-29,Q2820965-CC078074-306C-434C-82CD-B25AD5ED2D8C
Q1329138,Elias Murr,2005-04-19,2011-06-13,2022-09-29,Q1329138-0468E674-905A-42CB-ABCE-1AE95BBAE11F
Q3455975,Fayez Ghosn,2011-06-13,2014-02-15,,Q3455975-2a541041-4c17-fa16-166b-1f5bcb55dc9f
Q7409525,Samir Mouqbel,2014-02-14,2016-12-18,2022-09-29,Q7409525-39A515B9-F7F7-484C-8F71-35347AEFB751
Q330377,Yacoub Sarraf,2016-12-18,2019-02-03,2022-09-29,Q330377-654E1618-BF1A-46CF-987D-FCFD55BD12AE
Q21005151,Elias Bou Saab,2019-02-03,2020-01-21,2022-09-29,Q21005151-157E2DA7-9B7E-49CC-8CEB-F2D8EFEB1C56
Q83475144,Zeina Akar,2020-01-21,2021-09-10,,Q83475144-5746EA31-E7A7-4CCF-9716-1891681663C4
Q108504532,Maurice Sleem,2021-09-10,,,Q108504532-C0D72A4B-BD0D-4CC4-8F16-8CC29A840843
